financial_year,year,bank_name,total_assets,investments,advances,fixed_assets,other_assets,capital,reserves_surplus,deposits,borrowings,other_liabilities_provisions,total_liabilities,interest_earned,other_income,total_income,interest_expended,operating_expenses,net_interest_income,provisions_contingencies,operating_profit,net_profit,crar,tier1_crar,tier2_crar,gross_npa_opening,gross_npa_additions,gross_npa_reduction,gross_npa_writeoff,gross_npa_closing,net_npa_opening,net_npa_closing,return_on_assets,return_on_equity,net_npa_to_net_advances,asset_growth,deposit_growth,advance_growth,calculated_nii,nii_difference,profit_growth
FY2022-23,2023,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,121602.2393,66758.15,16097.4341,73.7935,15282.5707,6570.341,12079.8412,55596.8249,27761.1862,,121602.2393,4827.7405,877.1361,5704.8766,1290.3014,831.2722,3537.4391,1650.9523,3583.303,1932.3507,21.91,19.52,2.39,,,,,,,,2.07,10.522464,,33.81446446759335,22.823003673817112,1.3929262600792525,3537.4390999999996,4.547473508864641e-13,30.536726753328146
FY2023-24,2024,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,126875.5062,91025.3464,12494.7364,73.0593,14098.117,6570.341,13694.3035,72053.6553,16272.3273,,126875.5062,6739.1617,1357.728,8096.8897,2469.0419,1005.235,4270.1198,2058.8875,4622.6128,2563.7253,21.51,18.92,2.59,,,,,,,,2.38,13.176085,,4.336488316625919,29.600306185830405,-22.380571199232314,4270.1197999999995,9.094947017729282e-13,32.67391369485881
FY2024-25,2025,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,186602.3343,104956.765,15460.4667,45.6413,19709.9059,6570.341,17364.6229,81130.2623,59172.1499,,186602.3343,8173.9465,2324.6113,10498.5578,3076.3588,1098.6945,5097.5877,2608.8881,6323.5045,3714.6164,20.01,17.37,2.64,,,,,,,,2.93,16.808368,,47.075144674378436,12.597011160931348,23.735837276246997,5097.5877,0.0,44.89135790016192
FY2015-16,2016,JSC VTB BANK,111.9227,,55.51,0.5148,6.4357,110.5661,-3.3294,0.5049,,4.1811,111.9227,10.1095,0.7461,10.8556,,12.7055,10.1095,4.8525,-1.8499,-6.7024,102.49,101.59,0.9,21.55,,1.65,,19.9,18.32,12.65,-5.99,-6.06069922658808,22.78,,,,,,
FY2016-17,2017,JSC VTB BANK,125.8375,,22.9267,0.4624,3.3526,110.5661,-3.884,0.4791,,18.6763,125.8375,9.6877,1.5577,11.2454,,14.0386,9.6877,-2.2386,-2.7932,-0.5546,143.28,142.44,0.84,19.9,12.06,11.4,,20.56,12.65,12.51,-0.44,-0.518514501764221,54.56,12.432509222883304,-5.109922756981577,-58.6980724193839,,,-91.72535211267605
FY2017-18,2018,JSC VTB BANK,85.9844,,,0.3644,3.2033,110.5661,-26.4266,0.0364,,1.8085,85.9844,2.6292,0.0598,2.689,,13.5721,2.6292,11.6595,-10.8831,-22.5426,247.25,246.57,0.68,20.56,,0.75,,19.81,12.51,,-26.22,-23.6268850067288,,-31.67028906327606,-92.40242120642873,,,,3964.659213847818
FY2018-19,2019,JSC VTB BANK,74.453,,,0.2517,2.7248,110.5661,-37.1427,0.0364,,0.9932,74.453,0.0129,0.0355,0.0484,,10.7645,0.0129,,-10.7161,-10.7161,232.1,231.46,0.64,19.81,,,19.81,,,,-14.39,-13.6023137426387,,-13.41103735096133,0.0,,,,-52.462892479128406
FY2019-20,2020,JSC VTB BANK,86.57032,,,0.171455,10.926618,110.566124,-25.808259,0.051185,,,86.57032,2.610318,8.560073,11.170391,,7.497004,2.610318,-7.661094,3.673387,11.334481,295.01,294.18,0.83,,,,,,,,13.09,14.33100311,,16.2751265899292,40.618131868131854,,,,-205.77057884864826
FY2020-21,2021,JSC VTB BANK,253.611026,,,0.58135,6.443693,239.766124,12.769368,0.050419,,,253.611026,8.409069,53.485582,61.894651,,8.186006,8.409069,15.131019,53.708645,38.577626,394.9,394.9,,,,,,,,,15.21,22.875,,192.95378138835576,-1.4965321871642123,,,,240.35635156122282
FY2021-22,2022,JSC VTB BANK,300.463964,,,0.431185,4.711804,239.766124,59.534568,0.037419,,,300.463964,8.386759,84.522474,92.909233,,8.903913,8.386759,37.24012,84.00532,46.7652,587.48,587.48,,,,,,,,,15.56,16.948943,,18.474330055350173,-25.783930661060307,,,,21.223633616023953
FY2022-23,2023,JSC VTB BANK,3721.5038,152.933,,1.2813,4.7945,239.7661,65.2865,36.7866,,,3721.5038,10.571,9.8911,20.4621,,10.1805,10.571,4.5298,10.2816,5.7518,116.72,116.72,,,,,,,,,0.15,1.903456,,1138.5857360252362,98209.94949090034,,,,-87.70068341416267
FY2023-24,2024,JSC VTB BANK,1480.421,271.1483,,14.3009,11.8073,239.7661,107.1709,653.5525,,,1480.421,40.2332,53.6198,93.853,,18.507,40.2332,33.4616,75.346,41.8844,188.29,188.29,,,,,,,,,1.2,12.84818,,-60.21981759094267,1676.6047963117003,,,,628.1963906950867
FY2024-25,2025,JSC VTB BANK,2626.9429,288.1872,,7.4475,11.6926,239.7661,202.5518,1915.165,,,2626.9429,109.0193,84.7493,193.7686,,38.5224,109.0193,59.8653,155.2462,95.3809,193.76,193.76,,,,,,,,,5.28,24.169859,,77.44566579371678,193.039197310086,,,,127.7241646054378
FY2015-16,2016,KARNATAKA BANK LTD,56500.3349,16256.6531,33902.4484,306.6385,2989.6711,188.4658,3502.1184,50488.2095,1051.4795,1270.0617,56500.3349,4992.2103,542.8597,5535.07,3689.3377,991.201,1302.8726,439.2399,854.5313,415.2914,12.03,10.56,1.47,944.21,1125.07,583.76,305.12,1180.4,623.55,795.47,0.76,11.7319842336156,2.35,,,,1302.8725999999997,2.2737367544323206e-13,
FY2016-17,2017,KARNATAKA BANK LTD,64038.599,20219.7317,36915.6985,720.5699,2908.5661,282.6157,4859.9658,56733.1082,832.6221,1330.2872,64038.599,5185.4007,809.3385,5994.7392,3694.7773,1304.1613,1490.6234,543.5393,995.8006,452.2613,13.3,12.21,1.09,1180.4,1348.37,489.17,458.01,1581.59,795.47,974.73,0.74,10.240070555905,2.64,13.341981270273862,12.369023900520792,8.888001434138303,1490.6234,0.0,8.902158821492566
FY2017-18,2018,KARNATAKA BANK LTD,70373.6754,15444.4493,47251.7507,761.6021,3314.8599,282.6175,5127.5344,62871.285,815.9704,1276.2681,70373.6754,5423.7502,954.3443,6378.0945,3566.0975,1338.825,1857.6527,1147.5642,1473.172,325.6078,12.04,11.29,0.75,1581.59,2119.87,609.64,715.75,2376.07,974.73,1400.51,0.49,6.17106085519037,2.96,9.89259056088967,10.819390995397637,27.999069826621326,1857.6527000000006,-4.547473508864641e-13,-28.004496515620502
FY2018-19,2019,KARNATAKA BANK LTD,79045.7552,16184.9887,54828.201,774.996,3647.821,282.6176,5502.5653,68452.1228,3325.511,1482.9385,79045.7552,5905.9622,1001.9557,6907.9179,4000.8359,1457.2714,1905.1263,972.5708,1449.8106,477.2398,13.17,11.17,2.0,2376.07,1447.86,468.28,899.27,2456.38,1400.51,1616.71,0.64,8.52569054031327,2.95,12.322903060993195,8.876608454877278,16.034221352141365,1905.1263,0.0,46.568908975767776
FY2019-20,2020,KARNATAKA BANK LTD,83313.4876,17545.3422,56964.2718,826.4189,5057.9641,310.8795,5659.5641,71785.154,4065.118,,83313.4876,6474.7699,1261.6254,7736.3953,4444.4124,1635.2176,2030.3575,1224.9888,1656.7653,431.7765,12.88,10.66,2.22,2456.3781,1998.584,564.1912,1090.8365,2799.9344,1616.7114,1755.0114,0.53,7.345869657,3.08,5.399065881781828,4.869142202847798,3.89593450275707,2030.3575,0.0,-9.526301033568451
FY2020-21,2021,KARNATAKA BANK LTD,85615.4289,21635.1854,51515.8462,838.3603,6310.4708,310.8795,6331.4755,75654.8616,1764.88,,85615.4289,6232.4147,1404.2016,7636.6163,4049.2268,1679.1091,2183.1879,1425.711,1908.2804,482.5694,14.85,12.34,2.51,2799.9344,1346.37,404.49,1153.4,2588.4144,1755.6849,1645.0522,0.57,7.652,3.19,2.7629875621723476,5.390679526855946,-9.564636618421584,2183.1879000000004,-4.547473508864641e-13,11.763701822586459
FY2021-22,2022,KARNATAKA BANK LTD,91583.9932,22040.9973,56783.1402,818.1604,7504.9368,311.1737,6783.5564,80386.8454,2313.8433,,91583.9932,6221.6637,953.877,7175.5407,3730.6279,1810.9172,2491.0358,1125.3761,1633.9956,508.6195,15.66,12.65,3.01,2588.4144,1552.8644,1215.398,675.06,2250.8208,1645.0522,1376.9662,0.56,7.405057,2.42,6.97136529792004,6.254698904901579,10.224609297012766,2491.0358,0.0,5.398208009044936
FY2022-23,2023,KARNATAKA BANK LTD,99058.3385,23326.3666,59951.6221,875.2196,8745.6628,312.3524,7901.0089,87368.0122,1562.72,,99058.3385,7220.2312,992.5753,8212.8065,4035.1274,1969.4539,3185.1038,1027.9824,2208.2252,1180.2428,17.45,14.18,3.27,2250.8208,1836.6384,1288.2934,506.2579,2292.9079,1376.9662,1021.2679,1.21,15.419856,1.7,8.161191752883745,8.684464187221351,5.579969492423387,3185.1038000000003,-4.547473508864641e-13,132.04827970614573
FY2023-24,2024,KARNATAKA BANK LTD,116084.5729,24302.0533,71508.6408,927.91,11292.6836,377.2598,10471.2396,97988.2232,4399.5333,,116084.5729,8298.5095,1318.9168,9617.4263,4999.777,2454.3368,3298.7325,857.0282,2163.3125,1306.2843,18.0,16.17,1.83,2292.9079,1650.2005,937.4684,427.22,2578.42,1021.2679,1129.177,1.19,13.705738,1.58,17.188088007351343,12.155720077147404,19.277241040655667,3298.7325,0.0,10.679285652070924
FY2024-25,2025,KARNATAKA BANK LTD,120961.7843,24536.5115,76541.4846,990.5356,10908.9351,377.9465,11707.3753,104807.4852,1940.55,,120961.7843,9013.604,1269.5127,10283.1167,5703.2214,2752.8564,3310.3826,554.6711,1827.0389,1272.3678,19.85,18.35,1.5,2578.42,1206.77,1054.58,328.53,2402.08,1129.177,1004.547,1.05,11.095995,1.31,4.201429421807346,6.959266917292162,7.038091821764847,3310.382599999999,9.094947017729282e-13,-2.596410291389095
FY2015-16,2016,KARUR VYSYA BANK LTD,58984.7177,14442.6722,39084.383,420.1184,2145.9463,121.8645,4451.0865,50078.9012,2894.2397,1438.6258,58984.7177,5443.4319,706.7841,6150.216,3662.0339,1185.1241,1781.398,735.4235,1303.058,567.6345,12.17,11.26,0.91,677.78,1133.41,357.42,942.59,511.18,280.97,216.17,1.03,12.8730171392241,0.55,,,,1781.3979999999997,2.2737367544323206e-13,
FY2016-17,2017,KARUR VYSYA BANK LTD,61807.6206,14857.4848,40907.7223,418.6081,1278.7136,121.8645,4913.8324,53699.8112,1695.65,1376.4625,61807.6206,5622.3519,782.2152,6404.5671,3548.6487,1284.9508,2073.7032,964.9849,1570.9676,605.9827,12.54,11.85,0.69,511.18,1330.83,94.43,263.77,1483.81,216.17,1033.46,1.0,12.6132751726702,2.53,4.785820819483222,7.230410239112817,4.665135176881252,2073.7031999999995,4.547473508864641e-13,6.755790918275761
FY2017-18,2018,KARUR VYSYA BANK LTD,66941.4325,15803.2077,44800.1452,528.1915,1500.669,145.3279,6118.859,56890.0906,2393.9865,1393.1685,66941.4325,5699.6533,899.9337,6599.587,3401.539,1420.7224,2298.1143,1431.6534,1777.3256,345.6722,14.43,13.92,0.51,1483.81,2091.75,197.33,362.47,3015.76,1033.46,1862.83,0.53,6.11815494952258,4.16,8.306114764107253,5.9409508687434665,9.515129860945581,2298.1142999999997,4.547473508864641e-13,-42.95675437599127
FY2018-19,2019,KARUR VYSYA BANK LTD,69340.1144,14881.5854,48580.814,582.9858,1597.6837,159.8622,6262.9426,59867.9519,1565.3396,1484.0181,69340.1144,5815.8201,962.7718,6778.5919,3453.0013,1614.8089,2362.8188,1499.9143,1710.7817,210.8674,16.0,14.28,1.72,3015.76,2342.92,461.66,447.45,4449.57,1862.83,2420.34,0.31,3.32415130373263,4.98,3.583254511322287,5.234411245602755,8.438965505852858,2362.8188,0.0,-38.997871393765536
FY2019-20,2020,KARUR VYSYA BANK LTD,68278.170077,15762.44573,46098.108163,586.636862,1438.42677,159.864144,6440.411041,59075.078623,1184.175525,,68278.170077,5989.985754,1154.618178,7144.603932,3642.044323,1741.710994,2347.941431,1525.823885,1760.848615,235.02473,17.17,15.27,1.9,4449.57,1602.25,877.73,961.32,4212.77,2420.34,1808.65,0.32,3.609357084,3.92,-1.531500679208575,-1.3243701376729367,-5.110465701542177,2347.941431,0.0,11.456171034498453
FY2020-21,2021,KARUR VYSYA BANK LTD,74623.187784,16018.9253,50363.5056,539.0597,1381.358384,159.864144,6799.8753,63278.4342,2528.2891,,74623.187784,5470.427,918.8302,6389.2572,3110.9126,1986.8312,2359.5144,932.1241,1291.5134,359.3893,18.98,16.95,2.03,4212.77,959.35,410.31,618.94,4142.87,1808.65,1719.39,0.49,5.301,3.41,9.292893614232,7.1152771608220755,9.252868733610109,2359.5143999999996,4.547473508864641e-13,52.91552510240092
FY2021-22,2022,KARUR VYSYA BANK LTD,80071.322003,17216.064194,54661.201919,478.487566,2789.396042,160.002334,7436.196918,68486.005568,1339.093068,,80071.322006,5587.673689,769.053534,6356.727223,2872.296659,1854.219757,2715.37703,956.943449,1630.210807,673.267358,19.21,17.27,1.94,4142.87,842.73,675.89,878.67,3431.04,1719.39,1260.79,0.86,9.250758,2.31,7.300859666796677,8.229614771346515,8.53335419725032,2715.37703,0.0,87.3365061230259
FY2022-23,2023,KARUR VYSYA BANK LTD,90179.42349,18808.32361,63134.14089,435.041014,3106.789266,160.410693,8423.642874,76637.58312,1432.01203,,90179.42349,6516.549691,1158.937076,7675.486767,3167.738272,2031.962906,3348.811419,1369.693773,2475.785589,1106.091816,18.56,16.79,1.77,3431.04,479.24,560.14,1891.99,1458.15,1260.79,468.15,1.27,13.67212,0.74,12.623872360470445,11.902544884014699,15.500828144166444,3348.811419,0.0,64.28715915854637
FY2023-24,2024,KARUR VYSYA BANK LTD,105453.2584,22343.52482,73667.48228,432.880897,3350.808241,160.8754,9879.197831,89112.72313,2478.350194,,105453.2584,8213.163562,1649.466126,9862.629688,4394.741627,2638.750006,3818.421935,1224.330184,2829.138055,1604.807871,16.67,15.46,1.21,1458.15,499.23,261.71,654.03,1041.64,468.15,297.97,1.63,17.233644,0.4,16.937161847895066,16.278096858125444,16.684065454145426,3818.4219349999994,4.547473508864641e-13,45.08812449255115
FY2024-25,2025,KARUR VYSYA BANK LTD,119367.4177,23831.25456,84004.53626,490.172998,3234.733256,161.024932,11768.51826,102077.9901,1216.982269,,119367.4177,9678.040212,1829.552234,11507.59245,5418.116654,2877.147153,4259.923558,1270.691913,3212.328639,1941.636726,18.17,17.12,1.05,1041.64,481.85,185.11,696.58,641.8,297.97,166.21,1.72,17.675654,0.2,13.194622443264393,14.549288266150185,14.032044614624217,4259.9235579999995,9.094947017729282e-13,20.988733984094466
FY2015-16,2016,KBC BANK N.V.,428.0765,,,,30.1248,160.3949,99.8976,37.4037,120.9154,9.4649,428.0765,29.1371,13.19,42.3271,12.9652,16.7883,16.1719,-1.7345,12.5736,14.3081,119.42,95.58,23.84,,,,,,,,,,,,,,16.1719,0.0,
FY2015-16,2016,KEB HANA BANK,671.6869,51.5736,164.031,4.771,199.1618,310.2549,0.393,162.225,,198.814,671.6869,23.7148,10.77,34.4848,6.3858,13.8236,17.329,8.5394,14.2754,5.736,100.85,100.07,0.78,,,,,,,,1.21,1.84646347198871,,,,,17.329,0.0,
FY2016-17,2017,KEB HANA BANK,978.1732,61.0156,224.3622,3.192,110.1717,643.4574,14.5692,216.7025,,103.4441,978.1732,39.6465,15.0955,54.742,12.8388,16.847,26.8077,10.88,25.0562,14.1762,163.43,162.84,0.59,,,,,,,,1.63,2.92692746634705,,45.629340098787075,33.58144552319309,36.780364687162795,26.807700000000004,-3.552713678800501e-15,147.14435146443515
FY2017-18,2018,KEB HANA BANK,1221.3702,90.5063,270.5052,1.852,126.3668,643.4574,36.0235,426.1075,,115.7818,1221.3702,60.4675,9.4672,69.9347,15.2399,15.2264,45.2276,18.0141,39.4684,21.4543,92.11,91.69,0.42,,,,,,,,1.96,3.20810163681325,,24.86236588775894,96.63248001292095,20.566298601101263,45.2276,0.0,51.34027454465937
FY2018-19,2019,KEB HANA BANK,1721.2512,161.2554,487.943,1.1128,243.5179,643.4574,36.9996,783.1592,,257.635,1721.2512,80.6178,16.1786,96.7964,34.4457,18.81,46.1721,42.5647,43.5407,0.976,65.36,64.8,0.56,,53.51,,,53.51,,31.4,0.1,0.143550672424086,6.7,40.927885746680225,83.79380790058848,80.38211465066105,46.1721,0.0,-95.45079541164242
FY2019-20,2020,KEB HANA BANK,2262.5911,121.934,911.9439,5.169,286.7623,643.4574,42.0787,1151.5267,98.3645,,2262.5911,104.1252,17.7337,121.8589,53.7238,29.1293,50.4014,33.9268,39.0058,5.079,42.3,41.69,0.61,53.5097,,0.1,,53.4097,31.403,20.6625,0.3,0.743634796,2.35,31.450371683110532,47.03609432156319,86.89558001651834,50.40140000000001,-7.105427357601002e-15,420.3893442622951
FY2020-21,2021,KEB HANA BANK,2545.0828,121.5179,973.7247,3.8648,390.6152,1015.4901,73.6445,925.2846,,,2545.0828,103.5683,18.1024,121.6707,34.745,33.7482,68.8233,21.6116,53.1775,31.5659,59.94,59.33,0.61,53.4097,,,13.0,40.4097,20.6625,16.53,1.55,3.557,1.7,12.48531827072068,-19.647143222992568,6.774627255031795,68.82329999999999,1.4210854715202004e-14,521.498326442213
FY2021-22,2022,KEB HANA BANK,2531.6453,200.0132,1440.4365,2.7996,159.136,1015.4901,97.1992,1128.389,126.33,,2531.6453,99.3737,25.5987,124.9724,32.3143,35.2822,67.0594,33.821,57.3759,23.5549,46.95,46.33,0.62,40.41,,,,40.41,16.53,11.81,1.04,2.139581,0.0,-0.5279788932603724,21.950478804035,47.930570108779214,67.0594,0.0,-25.378652279833613
FY2022-23,2023,KEB HANA BANK,3971.9683,216.0258,2220.4187,2.2081,387.1667,1015.4901,122.3625,2391.6581,41.085,,3971.9683,167.4533,23.7052,191.1585,78.4091,38.7693,89.0442,48.8168,73.9801,25.1633,31.08,30.54,0.54,40.41,,,,40.41,11.81,,0.86,2.236199,,56.89276455907941,111.9533334692203,54.14901663488811,89.04420000000002,-1.4210854715202004e-14,6.82830324051471
FY2023-24,2024,KEB HANA BANK,3786.695,324.9337,2580.3225,1.5175,41.0734,1015.4901,172.2505,2216.5393,326.6478,,3786.695,261.3914,26.6787,288.0701,159.0453,42.7169,102.3461,36.4199,86.3079,49.888,30.96,30.45,0.51,40.41,,,,40.41,,,1.34,4.290346,,-4.664521114128728,-7.322066644893777,16.208825839919292,102.34609999999998,2.842170943040401e-14,98.25698537155301
FY2024-25,2025,KEB HANA BANK,5204.7287,373.3836,2749.2708,1.3775,67.9264,1015.4901,263.6123,3563.4418,279.1688,,5204.7287,301.0384,33.8769,334.9153,182.7722,47.6929,118.2662,13.0883,104.4502,91.3619,30.95,30.43,0.52,40.41,,22.05,18.36,,,,1.99,7.407192,,37.4477928642259,60.76601032970632,6.547565275270806,118.26620000000003,-2.842170943040401e-14,83.1340202052598
FY2019-20,2020,KOOKMIN BANK,652.4338,56.5003,138.0,11.0709,12.1862,355.8625,0.2376,290.2071,,,652.4338,26.3557,0.2436,26.5993,3.9354,20.4985,22.4203,1.9749,2.1654,0.1905,110.13,109.83,0.3,,,,,,,,0.04,0.053496194,,,,,22.420299999999997,3.552713678800501e-15,
FY2020-21,2021,KOOKMIN BANK,1275.5058,535.6663,288.5632,9.0012,30.7051,355.8625,3.4769,903.3971,,,1275.5058,59.6528,2.0497,61.7025,24.3215,23.1884,35.3313,10.9533,14.1926,3.2393,64.88,64.59,0.29,,,,,,,,0.31,0.906,,95.49965069253001,211.29393457293082,109.10376811594205,35.3313,0.0,1600.4199475065618
FY2021-22,2022,KOOKMIN BANK,1856.6649,808.8085,690.8915,6.4943,42.0579,355.8625,11.0185,1375.819,96.0,,1856.6649,96.572,-11.1362,85.4358,43.0808,25.5883,53.4912,9.2251,16.7667,7.5416,50.35,49.87,0.48,,,,,,,,0.46,2.076945,,45.56303076003261,52.29393585611466,139.42467369366568,53.4912,0.0,132.81573179390608
FY2022-23,2023,KOOKMIN BANK,2534.7558,1302.0211,1026.2031,4.1183,52.4849,355.8625,7.4809,1862.7096,274.825,,2534.7558,159.1152,-23.3825,135.7327,104.2285,27.5779,54.8867,3.1044,3.9263,0.8219,43.9,43.27,0.63,,,,,,,,0.03,0.225109,,36.52198627765302,35.389146392076285,48.53317778551336,54.88669999999999,7.105427357601002e-15,-89.10178211520102
FY2023-24,2024,KOOKMIN BANK,3066.6675,1852.742,1023.7587,2.5893,64.0186,355.8625,15.0732,1315.1027,1349.2628,,3066.6675,221.9306,8.8439,230.7745,180.9059,30.3627,41.0247,15.4825,19.5059,4.0234,35.02,34.45,0.57,,10.3568,,,10.3568,,,0.13,1.095878,,20.98473154692062,-29.39840434601293,-0.23819846188342098,41.024699999999996,7.105427357601002e-15,389.5242730259155
FY2024-25,2025,KOOKMIN BANK,3602.8621,1901.5737,1359.909,20.4619,66.9171,355.8625,21.8317,1802.7207,1374.7012,,3602.8621,235.1347,13.0423,248.177,192.1745,52.0449,42.9602,4.492,3.9576,-0.5344,29.41,28.85,0.56,10.3568,,,10.3568,,,,-0.02,-0.142767,,17.484601770488652,37.07832095546608,32.83491510255298,42.960200000000015,-1.4210854715202004e-14,-113.28229855346224
FY2015-16,2016,KOTAK MAHINDRA BANK LTD.,192259.7905,51260.2202,118665.2952,1551.5922,9902.9675,917.1911,23045.2827,138643.0224,20975.3382,8678.9561,192259.7905,16384.1838,2612.2341,18996.4179,9483.81,5471.5197,6900.3738,1951.3092,4041.0882,2089.779,16.34,15.28,1.06,1237.23,2866.06,976.06,289.12,2838.11,609.08,1261.96,1.19,10.9680809288755,1.06,,,,6900.373799999999,9.094947017729282e-13,
FY2016-17,2017,KOTAK MAHINDRA BANK LTD.,214589.9576,45074.1873,136082.1288,1537.6279,9324.0037,920.4489,26697.4877,157425.8599,21095.4809,8450.6802,214589.9576,17698.9329,3477.1584,21176.0913,9572.7841,5618.4953,8126.1488,2573.3141,5984.8119,3411.4978,16.77,15.9,0.87,2838.11,1797.13,634.37,422.26,3578.61,1261.96,1718.07,1.73,13.2278815679993,1.26,11.61457996075368,13.54762553127955,14.67727659603042,8126.148799999999,9.094947017729282e-13,63.246821793117846
FY2017-18,2018,KOTAK MAHINDRA BANK LTD.,264933.3976,64562.3468,169717.9249,1527.1602,9505.8577,952.8243,36530.9996,192643.2709,25154.1531,9652.1497,264933.3976,19748.4956,4052.2082,23800.7038,10216.8077,6425.7223,9531.6879,3073.8704,7158.1738,4084.3034,18.22,17.56,0.66,3578.61,1858.21,1204.1,407.34,3825.38,1718.07,1665.05,1.73,12.5474437822615,0.98,23.46029635452056,22.37079157285262,24.717276542193535,9531.687899999999,1.8189894035458565e-12,19.721706987470423
FY2018-19,2019,KOTAK MAHINDRA BANK LTD.,312172.0909,71189.085,205694.8097,1651.5501,8961.1057,1454.3774,41446.0755,225880.363,32248.2914,11142.9836,312172.0909,23890.0533,4657.1813,28547.2346,12684.2487,7514.8008,11205.8046,3482.8534,8348.1851,4865.3317,17.45,16.93,0.52,3825.38,1995.24,1133.12,219.56,4467.94,1665.05,1544.37,1.69,12.105182490116,0.75,17.830403311900156,17.25318094149948,21.198046594782504,11205.8046,0.0,19.122680748937505
FY2019-20,2020,KOTAK MAHINDRA BANK LTD.,360251.683802,75051.5457,219748.1867,1623.13053,10536.52179,1456.519169,47558.784314,262820.519907,37993.311187,,360251.683802,26929.6142,5372.107683,32301.721883,13429.9488,8850.935998,13499.6654,4073.655256,10020.837085,5947.181829,17.89,17.27,0.62,4467.940147,3394.974772,1899.537739,936.485513,5026.891667,1544.373665,1557.887395,1.87,12.94050566,0.71,15.401630800301636,16.353859368908473,6.832149542565724,13499.6654,0.0,22.23589666044765
FY2020-21,2021,KOTAK MAHINDRA BANK LTD.,383488.6238,105099.187832,223688.622101,1535.269714,13539.012267,1490.917834,62236.053075,280100.04521,23650.645527,,383488.6238,26840.26768,5459.189189,32299.456869,11500.620741,8584.138,15339.646939,5249.861538,12214.698128,6964.83659,22.26,21.38,0.88,5026.891667,5488.317706,2461.656571,628.044311,7425.508491,1557.887395,2705.172788,1.85,12.355,1.21,6.450196083128201,6.574648474599476,1.7931594613699753,15339.646939,0.0,17.11154611143133
FY2021-22,2022,KOTAK MAHINDRA BANK LTD.,429428.395455,100580.2168,271253.6018,1643.7169,13026.924855,1492.33088,70964.14098,311684.1134,25967.1169,,429428.39546,27038.8194,6354.3537,33393.1731,10220.9122,11121.3885,16817.9072,3478.182192,12050.8724,8572.690208,22.69,21.67,1.02,7425.508491,4316.13,4042.31,1229.59,6469.738491,2705.172788,1736.712788,2.13,12.589916,1.21,11.979435321909015,11.275995391689552,21.263924491216834,16817.9072,0.0,23.085302824025057
FY2022-23,2023,KOTAK MAHINDRA BANK LTD.,489862.4774,121403.7287,319861.2074,1920.3232,14134.91027,1493.278291,82026.97168,363096.0526,23416.2684,,489862.4774,34250.8509,7083.0509,41333.9018,12698.9356,13786.9937,21551.9153,3908.6774,14847.9725,10939.2951,21.8,20.78,1.02,6469.738491,3989.925541,3900.97,790.37,5768.324032,1736.712788,1193.302788,2.47,14.02683,0.64,14.073145275120247,16.494886004671173,17.919616652994442,21551.915299999997,3.637978807091713e-12,27.606327005628795
